"Job_satisfaction"|"Perceived_org_support"|"Work_engagement"|"Psychological_meaningfulness"|"Org_culture"|"Psychological_resilience"|"Quiet_quitting_behavior"|"moderation_term"
182.59312147545|21.6378214053819|24.0409389862962|21.3092927037431|54.8640327253438|18.6954759523928|32.0526151340532|-0.13893772897949
172.535376884236|17.6636873237182|6.70453225708854|18.1855087767048|57.3714494648181|20.852666060258|29.5628946234374|0.0375344723750608
91.9858723946683|33.1190413693756|21.1137230146576|13.8644982398563|68.0531698374289|11.5275541356346|50|3.52608518260617
161.969685774794|25.7405791889297|23.7740780875109|11.1279425666026|58.1513864289512|13.408047559187|30.5862583394262|0.0951067461753088
159.741717921731|13.8393212989094|18.4542938281148|20.3909739577815|49.2095549779579|21.1376177232594|34.793830187411|-0.0297923723002593
146.160187581972|17.5685628325392|10.6307648331779|23.0155542387141|51.0746523132299|22.0833866719065|29.0056766084163|-0.214223105967545
198.977174067179|21.3507516899624|3.00722248946072|20.8860335995983|51.4338847329415|19.3469701898466|25.5007671107882|-0.136151045460068
186.02978194719|24.5703035210251|12.4498877972861|22.3498758492514|66.686938748983|13.132859372103|29.0854234426505|-0.85046372534791
179.275642385158|17.4101782735274|31.2672395211259|22.5725351945451|40.5620626784108|12.0280367254508|23.100189813496|-0.677348924231585
148.750386064129|20.433886901798|33.144209131888|20.4391480868344|53.0755867527998|10.8423252654938|34.4182838699512|0.8266733014006
160.452746611623|25.0674801674794|25.3679615387734|15.278951395003|70.6585626503142|26.0166884092769|37.2109949323826|-0.137620323008737
182.462832789025|23.6713456110275|16.7769245865206|19.6063536985841|43.3341571379106|24.9148423055748|32.0282275678921|0.501323846367698
144.542186784614|15.419441562392|7.24233334443123|19.2195274266951|50.2496242122008|25.0169187336318|31.3454448170547|-0.56743668131047
208.938231791104|22.2381099166433|28.4173850889277|21.2357077331458|57.3418115171593|20.2454331099843|30.9684078710489|0.052844298618918
135.266542014148|33.7314317867281|4.71921250403982|22.3110313733241|63.8633735138211|22.4243578472098|30.2686546780732|-0.398543293929103
180.076486005253|12.0111576236286|8.54025769252248|19.431854376221|65.3735691083984|15.2855324924648|28.2383268215307|-0.423617582706317
195.062994647781|15.7213055235619|23.91156843501|20.2604690297032|41.6733921824273|23.3706756733182|29.5923604136763|0.582656853298033
172.133238879509|38.5332424506131|5.17118149360889|23.7271400340072|38.3496818082184|26.9526037895938|25.1650811287709|0.302504265304283
